Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/05/06
Anzola d'Ossola;103002;-1;0;0;2020/05/06
Arizzano;103003;-1;6;2.9800000190734863;2020/05/06
Arola;103004;-1;0;0;2020/05/06
Aurano;103005;-1;1;9.710000038146973;2020/05/06
Baceno;103006;-1;0;0;2020/05/06
Bannio Anzino;103007;-1;0;0;2020/05/06
Baveno;103008;-1;6;1.2200000286102295;2020/05/06
Bee;103009;-1;1;1.3200000524520874;2020/05/06
Belgirate;103010;-1;16;31.809999465942383;2020/05/06
Beura-Cardezza;103011;-1;6;4.090000152587891;2020/05/06
Bognanco;103012;-1;0;0;2020/05/06
Brovello-Carpugnino;103013;-1;0;0;2020/05/06
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2020/05/06
Cambiasca;103015;-1;4;2.4600000381469727;2020/05/06
Cannero Riviera;103016;-1;0;0;2020/05/06
Cannobio;103017;-1;10;1.9500000476837158;2020/05/06
Caprezzo;103018;-1;0;0;2020/05/06
Casale Corte Cerro;103019;-1;8;2.309999942779541;2020/05/06
Ceppo Morelli;103021;-1;0;0;2020/05/06
Cesara;103022;-1;0;0;2020/05/06
Cossogno;103023;-1;7;10.3100004196167;2020/05/06
Craveggia;103024;-1;3;3.940000057220459;2020/05/06
Crevoladossola;103025;-1;4;0.8700000047683716;2020/05/06
Crodo;103026;-1;0;0;2020/05/06
Domodossola;103028;-1;27;1.4900000095367432;2020/05/06
Druogno;103029;-1;1;0.9399999976158142;2020/05/06
Formazza;103031;-1;0;0;2020/05/06
Germagno;103032;-1;0;0;2020/05/06
Ghiffa;103033;-1;26;11.050000190734863;2020/05/06
Gignese;103034;-1;2;1.909999966621399;2020/05/06
Gravellona Toce;103035;-1;28;3.5899999141693115;2020/05/06
Gurro;103036;-1;0;0;2020/05/06
Intragna;103037;-1;0;0;2020/05/06
Loreglia;103038;-1;0;0;2020/05/06
Macugnaga;103039;-1;1;1.850000023841858;2020/05/06
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/05/06
Malesco;103041;-1;0;0;2020/05/06
Masera;103042;-1;1;0.6800000071525574;2020/05/06
Massiola;103043;-1;0;0;2020/05/06
Mergozzo;103044;-1;2;0.9200000166893005;2020/05/06
Miazzina;103045;-1;4;10.470000267028809;2020/05/06
Montecrestese;103046;-1;4;3.140000104904175;2020/05/06
Montescheno;103047;-1;1;2.549999952316284;2020/05/06
Nonio;103048;-1;3;3.4800000190734863;2020/05/06
Oggebbio;103049;-1;2;2.2899999618530273;2020/05/06
Omegna;103050;-1;107;7.039999961853027;2020/05/06
Ornavasso;103051;-1;7;2.0399999618530273;2020/05/06
Pallanzeno;103052;-1;1;0.8700000047683716;2020/05/06
Piedimulera;103053;-1;2;1.309999942779541;2020/05/06
Pieve Vergonte;103054;-1;1;0.4000000059604645;2020/05/06
Premeno;103055;-1;8;10.960000038146973;2020/05/06
Premia;103056;-1;2;3.619999885559082;2020/05/06
Premosello-Chiovenda;103057;-1;46;23.700000762939453;2020/05/06
Quarna Sopra;103058;-1;0;0;2020/05/06
Quarna Sotto;103059;-1;2;5.190000057220459;2020/05/06
Re;103060;-1;1;1.3600000143051147;2020/05/06
San Bernardino Verbano;103061;-1;1;0.7599999904632568;2020/05/06
Santa Maria Maggiore;103062;-1;1;0.7699999809265137;2020/05/06
Stresa;103064;-1;10;2.049999952316284;2020/05/06
Toceno;103065;-1;2;2.740000009536743;2020/05/06
Trarego Viggiona;103066;-1;0;0;2020/05/06
Trasquera;103067;-1;0;0;2020/05/06
Trontano;103068;-1;0;0;2020/05/06
Valstrona;103069;-1;1;0.8199999928474426;2020/05/06
Vanzone con San Carlo;103070;-1;2;5.239999771118164;2020/05/06
Varzo;103071;-1;2;0.9900000095367432;2020/05/06
Verbania;103072;-1;174;5.699999809265137;2020/05/06
Vignone;103074;-1;5;4.179999828338623;2020/05/06
Villadossola;103075;-1;11;1.690000057220459;2020/05/06
Villette;103076;-1;0;0;2020/05/06
Vogogna;103077;-1;24;13.670000076293945;2020/05/06
Borgomezzavalle;103078;-1;0;0;2020/05/06
Valle Cannobina;103079;-1;2;4.119999885559082;2020/05/06
Agliè;001001;-1;4;1.5199999809265137;2020/05/06
Airasca;001002;-1;7;1.899999976158142;2020/05/06
Ala di Stura;001003;-1;1;2.2100000381469727;2020/05/06
Albiano d'Ivrea;001004;-1;1;0.6100000143051147;2020/05/06
Almese;001006;-1;12;1.8799999952316284;2020/05/06
Alpette;001007;-1;0;0;2020/05/06
Alpignano;001008;-1;192;11.720000267028809;2020/05/06
Andezeno;001009;-1;3;1.4900000095367432;2020/05/06
Andrate;001010;-1;1;2;2020/05/06
Angrogna;001011;-1;2;2.319999933242798;2020/05/06
Arignano;001012;-1;4;3.7200000286102295;2020/05/06
Avigliana;001013;-1;39;3.0999999046325684;2020/05/06
Azeglio;001014;-1;2;1.590000033378601;2020/05/06
Bairo;001015;-1;16;20;2020/05/06
Balangero;001016;-1;6;1.899999976158142;2020/05/06
Baldissero Canavese;001017;-1;0;0;2020/05/06
Baldissero Torinese;001018;-1;9;2.450000047683716;2020/05/06
Balme;001019;-1;0;0;2020/05/06
Banchette;001020;-1;4;1.2300000190734863;2020/05/06
Barbania;001021;-1;5;3.119999885559082;2020/05/06
Bardonecchia;001022;-1;12;3.809999942779541;2020/05/06
Barone Canavese;001023;-1;1;1.7000000476837158;2020/05/06
Beinasco;001024;-1;110;6.130000114440918;2020/05/06
Bibiana;001025;-1;3;0.8700000047683716;2020/05/06
Bobbio Pellice;001026;-1;0;0;2020/05/06
Bollengo;001027;-1;4;1.850000023841858;2020/05/06
Borgaro Torinese;001028;-1;65;5.460000038146973;2020/05/06
Borgiallo;001029;-1;0;0;2020/05/06
Borgofranco d'Ivrea;001030;-1;2;0.5400000214576721;2020/05/06
Borgomasino;001031;-1;4;5.079999923706055;2020/05/06
Borgone Susa;001032;-1;4;1.809999942779541;2020/05/06
Bosconero;001033;-1;86;27.450000762939453;2020/05/06
Brandizzo;001034;-1;93;10.640000343322754;2020/05/06
Bricherasio;001035;-1;10;2.1700000762939453;2020/05/06
Brosso;001036;-1;0;0;2020/05/06
Brozolo;001037;-1;2;4.590000152587891;2020/05/06
Bruino;001038;-1;28;3.2200000286102295;2020/05/06
Brusasco;001039;-1;47;30.760000228881836;2020/05/06
Bruzolo;001040;-1;1;0.6600000262260437;2020/05/06
Buriasco;001041;-1;2;1.4800000190734863;2020/05/06
Burolo;001042;-1;1;0.8700000047683716;2020/05/06
Busano;001043;-1;1;0.6100000143051147;2020/05/06
Bussoleno;001044;-1;3;0.5;2020/05/06
Buttigliera Alta;001045;-1;13;2.0299999713897705;2020/05/06
Cafasse;001046;-1;8;2.3399999141693115;2020/05/06
Caluso;001047;-1;5;0.6600000262260437;2020/05/06
Cambiano;001048;-1;81;13.550000190734863;2020/05/06
Campiglione Fenile;001049;-1;1;0.75;2020/05/06
Candia Canavese;001050;-1;0;0;2020/05/06
Candiolo;001051;-1;21;3.7300000190734863;2020/05/06
Canischio;001052;-1;0;0;2020/05/06
Cantalupa;001053;-1;8;3.049999952316284;2020/05/06
Cantoira;001054;-1;1;1.7400000095367432;2020/05/06
Caprie;001055;-1;6;2.880000114440918;2020/05/06
Caravino;001056;-1;4;4.429999828338623;2020/05/06
Carema;001057;-1;0;0;2020/05/06
Carignano;001058;-1;70;7.550000190734863;2020/05/06
Carmagnola;001059;-1;236;8.149999618530273;2020/05/06
Casalborgone;001060;-1;3;1.590000033378601;2020/05/06
Cascinette d'Ivrea;001061;-1;0;0;2020/05/06
Caselette;001062;-1;9;2.9700000286102295;2020/05/06
Caselle Torinese;001063;-1;28;2.009999990463257;2020/05/06
Castagneto Po;001064;-1;2;1.1200000047683716;2020/05/06
Castagnole Piemonte;001065;-1;2;0.8899999856948853;2020/05/06
Castellamonte;001066;-1;35;3.5199999809265137;2020/05/06
Castelnuovo Nigra;001067;-1;2;4.650000095367432;2020/05/06
Castiglione Torinese;001068;-1;14;2.1500000953674316;2020/05/06
Cavagnolo;001069;-1;12;5.829999923706055;2020/05/06
Cavour;001070;-1;67;12.199999809265137;2020/05/06
Cercenasco;001071;-1;14;7.739999771118164;2020/05/06
Ceres;001072;-1;3;2.869999885559082;2020/05/06
Ceresole Reale;001073;-1;0;0;2020/05/06
Cesana Torinese;001074;-1;0;0;2020/05/06
Chialamberto;001075;-1;27;73.37000274658203;2020/05/06
Chianocco;001076;-1;6;3.7200000286102295;2020/05/06
Chiaverano;001077;-1;4;1.940000057220459;2020/05/06
Chieri;001078;-1;138;3.7300000190734863;2020/05/06
Chiesanuova;001079;-1;0;0;2020/05/06
Chiomonte;001080;-1;0;0;2020/05/06
Chiusa di San Michele;001081;-1;2;1.2300000190734863;2020/05/06
Chivasso;001082;-1;139;5.170000076293945;2020/05/06
Ciconio;001083;-1;0;0;2020/05/06
Cintano;001084;-1;0;0;2020/05/06
Cinzano;001085;-1;1;3.0299999713897705;2020/05/06
Ciriè;001086;-1;48;2.5799999237060547;2020/05/06
Claviere;001087;-1;0;0;2020/05/06
Coassolo Torinese;001088;-1;0;0;2020/05/06
Coazze;001089;-1;3;0.9300000071525574;2020/05/06
Collegno;001090;-1;151;3.0399999618530273;2020/05/06
Colleretto Castelnuovo;001091;-1;0;0;2020/05/06
Colleretto Giacosa;001092;-1;0;0;2020/05/06
Condove;001093;-1;15;3.259999990463257;2020/05/06
Corio;001094;-1;104;32.40999984741211;2020/05/06
Cossano Canavese;001095;-1;2;4.119999885559082;2020/05/06
Cuceglio;001096;-1;3;3.0299999713897705;2020/05/06
Cumiana;001097;-1;15;1.899999976158142;2020/05/06
Cuorgnè;001098;-1;14;1.4500000476837158;2020/05/06
Druento;001099;-1;29;3.2699999809265137;2020/05/06
Exilles;001100;-1;0;0;2020/05/06
