Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/05/11
Anzola d'Ossola;103002;-1;0;0;2020/05/11
Arizzano;103003;-1;7;3.4800000190734863;2020/05/11
Arola;103004;-1;0;0;2020/05/11
Aurano;103005;-1;0;0;2020/05/11
Baceno;103006;-1;0;0;2020/05/11
Bannio Anzino;103007;-1;0;0;2020/05/11
Baveno;103008;-1;7;1.4199999570846558;2020/05/11
Bee;103009;-1;1;1.3200000524520874;2020/05/11
Belgirate;103010;-1;6;11.930000305175781;2020/05/11
Beura-Cardezza;103011;-1;6;4.090000152587891;2020/05/11
Bognanco;103012;-1;0;0;2020/05/11
Brovello-Carpugnino;103013;-1;0;0;2020/05/11
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2020/05/11
Cambiasca;103015;-1;5;3.0799999237060547;2020/05/11
Cannero Riviera;103016;-1;0;0;2020/05/11
Cannobio;103017;-1;9;1.7599999904632568;2020/05/11
Caprezzo;103018;-1;0;0;2020/05/11
Casale Corte Cerro;103019;-1;8;2.309999942779541;2020/05/11
Ceppo Morelli;103021;-1;0;0;2020/05/11
Cesara;103022;-1;0;0;2020/05/11
Cossogno;103023;-1;6;8.84000015258789;2020/05/11
Craveggia;103024;-1;2;2.619999885559082;2020/05/11
Crevoladossola;103025;-1;2;0.4300000071525574;2020/05/11
Crodo;103026;-1;0;0;2020/05/11
Domodossola;103028;-1;24;1.3200000524520874;2020/05/11
Druogno;103029;-1;2;1.8799999952316284;2020/05/11
Formazza;103031;-1;0;0;2020/05/11
Germagno;103032;-1;0;0;2020/05/11
Ghiffa;103033;-1;24;10.199999809265137;2020/05/11
Gignese;103034;-1;1;0.949999988079071;2020/05/11
Gravellona Toce;103035;-1;31;3.9700000286102295;2020/05/11
Gurro;103036;-1;0;0;2020/05/11
Intragna;103037;-1;0;0;2020/05/11
Loreglia;103038;-1;0;0;2020/05/11
Macugnaga;103039;-1;1;1.850000023841858;2020/05/11
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/05/11
Malesco;103041;-1;0;0;2020/05/11
Masera;103042;-1;1;0.6800000071525574;2020/05/11
Massiola;103043;-1;0;0;2020/05/11
Mergozzo;103044;-1;2;0.9200000166893005;2020/05/11
Miazzina;103045;-1;4;10.470000267028809;2020/05/11
Montecrestese;103046;-1;4;3.140000104904175;2020/05/11
Montescheno;103047;-1;1;2.549999952316284;2020/05/11
Nonio;103048;-1;1;1.159999966621399;2020/05/11
Oggebbio;103049;-1;2;2.2899999618530273;2020/05/11
Omegna;103050;-1;100;6.579999923706055;2020/05/11
Ornavasso;103051;-1;8;2.3299999237060547;2020/05/11
Pallanzeno;103052;-1;1;0.8700000047683716;2020/05/11
Piedimulera;103053;-1;2;1.309999942779541;2020/05/11
Pieve Vergonte;103054;-1;1;0.4000000059604645;2020/05/11
Premeno;103055;-1;8;10.960000038146973;2020/05/11
Premia;103056;-1;1;1.809999942779541;2020/05/11
Premosello-Chiovenda;103057;-1;34;17.520000457763672;2020/05/11
Quarna Sopra;103058;-1;0;0;2020/05/11
Quarna Sotto;103059;-1;2;5.190000057220459;2020/05/11
Re;103060;-1;3;4.079999923706055;2020/05/11
San Bernardino Verbano;103061;-1;0;0;2020/05/11
Santa Maria Maggiore;103062;-1;1;0.7699999809265137;2020/05/11
Stresa;103064;-1;10;2.049999952316284;2020/05/11
Toceno;103065;-1;1;1.3700000047683716;2020/05/11
Trarego Viggiona;103066;-1;0;0;2020/05/11
Trasquera;103067;-1;0;0;2020/05/11
Trontano;103068;-1;0;0;2020/05/11
Valstrona;103069;-1;1;0.8199999928474426;2020/05/11
Vanzone con San Carlo;103070;-1;1;2.619999885559082;2020/05/11
