Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;3;7.159999847412109;2020/04/22
Anzola d'Ossola;103002;-1;1;2.4600000381469727;2020/04/22
Arizzano;103003;-1;7;3.4800000190734863;2020/04/22
Arola;103004;-1;0;0;2020/04/22
Aurano;103005;-1;1;9.710000038146973;2020/04/22
Baceno;103006;-1;0;0;2020/04/22
Bannio Anzino;103007;-1;0;0;2020/04/22
Baveno;103008;-1;8;1.6299999952316284;2020/04/22
Bee;103009;-1;1;1.3200000524520874;2020/04/22
Belgirate;103010;-1;19;37.77000045776367;2020/04/22
Beura-Cardezza;103011;-1;6;4.090000152587891;2020/04/22
Bognanco;103012;-1;1;5.320000171661377;2020/04/22
Brovello-Carpugnino;103013;-1;0;0;2020/04/22
Calasca-Castiglione;103014;-1;0;0;2020/04/22
Cambiasca;103015;-1;10;6.159999847412109;2020/04/22
Cannero Riviera;103016;-1;1;1.100000023841858;2020/04/22
Cannobio;103017;-1;6;1.1699999570846558;2020/04/22
Caprezzo;103018;-1;0;0;2020/04/22
Casale Corte Cerro;103019;-1;6;1.7300000190734863;2020/04/22
Ceppo Morelli;103021;-1;0;0;2020/04/22
Cesara;103022;-1;0;0;2020/04/22
Cossogno;103023;-1;6;8.84000015258789;2020/04/22
Craveggia;103024;-1;3;3.940000057220459;2020/04/22
Crevoladossola;103025;-1;4;0.8700000047683716;2020/04/22
Crodo;103026;-1;0;0;2020/04/22
Domodossola;103028;-1;40;2.200000047683716;2020/04/22
Druogno;103029;-1;4;3.759999990463257;2020/04/22
Formazza;103031;-1;0;0;2020/04/22
Germagno;103032;-1;1;5.260000228881836;2020/04/22
Ghiffa;103033;-1;6;2.549999952316284;2020/04/22
Gignese;103034;-1;2;1.909999966621399;2020/04/22
Gravellona Toce;103035;-1;31;3.9700000286102295;2020/04/22
Gurro;103036;-1;0;0;2020/04/22
Intragna;103037;-1;0;0;2020/04/22
Loreglia;103038;-1;0;0;2020/04/22
Macugnaga;103039;-1;2;3.690000057220459;2020/04/22
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/04/22
Malesco;103041;-1;0;0;2020/04/22
Masera;103042;-1;2;1.350000023841858;2020/04/22
Massiola;103043;-1;0;0;2020/04/22
Mergozzo;103044;-1;7;3.2300000190734863;2020/04/22
