Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/05/05
Anzola d'Ossola;103002;-1;0;0;2020/05/05
Arizzano;103003;-1;6;2.9800000190734863;2020/05/05
Arola;103004;-1;0;0;2020/05/05
Aurano;103005;-1;1;9.710000038146973;2020/05/05
Baceno;103006;-1;0;0;2020/05/05
Bannio Anzino;103007;-1;0;0;2020/05/05
Baveno;103008;-1;7;1.4199999570846558;2020/05/05
Bee;103009;-1;1;1.3200000524520874;2020/05/05
Belgirate;103010;-1;16;31.809999465942383;2020/05/05
Beura-Cardezza;103011;-1;6;4.090000152587891;2020/05/05
Bognanco;103012;-1;0;0;2020/05/05
Brovello-Carpugnino;103013;-1;0;0;2020/05/05
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2020/05/05
Cambiasca;103015;-1;5;3.0799999237060547;2020/05/05
Cannero Riviera;103016;-1;0;0;2020/05/05
Cannobio;103017;-1;11;2.1500000953674316;2020/05/05
Caprezzo;103018;-1;0;0;2020/05/05
Casale Corte Cerro;103019;-1;8;2.309999942779541;2020/05/05
Ceppo Morelli;103021;-1;0;0;2020/05/05
Cesara;103022;-1;0;0;2020/05/05
Cossogno;103023;-1;7;10.3100004196167;2020/05/05
Craveggia;103024;-1;3;3.940000057220459;2020/05/05
Crevoladossola;103025;-1;4;0.8700000047683716;2020/05/05
Crodo;103026;-1;0;0;2020/05/05
Domodossola;103028;-1;28;1.5399999618530273;2020/05/05
Druogno;103029;-1;1;0.9399999976158142;2020/05/05
Formazza;103031;-1;0;0;2020/05/05
Germagno;103032;-1;0;0;2020/05/05
Ghiffa;103033;-1;26;11.050000190734863;2020/05/05
Gignese;103034;-1;2;1.909999966621399;2020/05/05
Gravellona Toce;103035;-1;28;3.5899999141693115;2020/05/05
Gurro;103036;-1;0;0;2020/05/05
Intragna;103037;-1;0;0;2020/05/05
Loreglia;103038;-1;0;0;2020/05/05
Macugnaga;103039;-1;1;1.850000023841858;2020/05/05
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/05/05
Malesco;103041;-1;0;0;2020/05/05
Masera;103042;-1;1;0.6800000071525574;2020/05/05
Massiola;103043;-1;0;0;2020/05/05
Mergozzo;103044;-1;2;0.9200000166893005;2020/05/05
Miazzina;103045;-1;4;10.470000267028809;2020/05/05
Montecrestese;103046;-1;4;3.140000104904175;2020/05/05
Montescheno;103047;-1;1;2.549999952316284;2020/05/05
Nonio;103048;-1;4;4.650000095367432;2020/05/05
Oggebbio;103049;-1;2;2.2899999618530273;2020/05/05
Omegna;103050;-1;101;6.650000095367432;2020/05/05
Ornavasso;103051;-1;7;2.0399999618530273;2020/05/05
Pallanzeno;103052;-1;1;0.8700000047683716;2020/05/05
Piedimulera;103053;-1;4;2.630000114440918;2020/05/05
Pieve Vergonte;103054;-1;0;0;2020/05/05
Premeno;103055;-1;8;10.960000038146973;2020/05/05
Premia;103056;-1;2;3.619999885559082;2020/05/05
Premosello-Chiovenda;103057;-1;46;23.700000762939453;2020/05/05
Quarna Sopra;103058;-1;0;0;2020/05/05
Quarna Sotto;103059;-1;2;5.190000057220459;2020/05/05
Re;103060;-1;1;1.3600000143051147;2020/05/05
San Bernardino Verbano;103061;-1;1;0.7599999904632568;2020/05/05
Santa Maria Maggiore;103062;-1;1;0.7699999809265137;2020/05/05
Stresa;103064;-1;10;2.049999952316284;2020/05/05
Toceno;103065;-1;2;2.740000009536743;2020/05/05
Trarego Viggiona;103066;-1;0;0;2020/05/05
Trasquera;103067;-1;0;0;2020/05/05
Trontano;103068;-1;0;0;2020/05/05
Valstrona;103069;-1;1;0.8199999928474426;2020/05/05
Vanzone con San Carlo;103070;-1;2;5.239999771118164;2020/05/05
Varzo;103071;-1;2;0.9900000095367432;2020/05/05
Verbania;103072;-1;181;5.929999828338623;2020/05/05
Vignone;103074;-1;5;4.179999828338623;2020/05/05
Villadossola;103075;-1;12;1.840000033378601;2020/05/05
Villette;103076;-1;0;0;2020/05/05
Vogogna;103077;-1;28;15.949999809265137;2020/05/05
Borgomezzavalle;103078;-1;0;0;2020/05/05
Valle Cannobina;103079;-1;2;4.119999885559082;2020/05/05
Agliè;001001;-1;4;1.5199999809265137;2020/05/05
Airasca;001002;-1;7;1.899999976158142;2020/05/05
Ala di Stura;001003;-1;1;2.2100000381469727;2020/05/05
Albiano d'Ivrea;001004;-1;1;0.6100000143051147;2020/05/05
Almese;001006;-1;13;2.0399999618530273;2020/05/05
Alpette;001007;-1;0;0;2020/05/05
Alpignano;001008;-1;193;11.779999732971191;2020/05/05
Andezeno;001009;-1;3;1.4900000095367432;2020/05/05
Andrate;001010;-1;1;2;2020/05/05
Angrogna;001011;-1;2;2.319999933242798;2020/05/05
Arignano;001012;-1;4;3.7200000286102295;2020/05/05
Avigliana;001013;-1;42;3.3399999141693115;2020/05/05
Azeglio;001014;-1;2;1.590000033378601;2020/05/05
Bairo;001015;-1;18;22.5;2020/05/05
Balangero;001016;-1;6;1.899999976158142;2020/05/05
