Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/05/02
Anzola d'Ossola;103002;-1;0;0;2020/05/02
Arizzano;103003;-1;6;2.9800000190734863;2020/05/02
Arola;103004;-1;0;0;2020/05/02
Aurano;103005;-1;1;9.710000038146973;2020/05/02
Baceno;103006;-1;0;0;2020/05/02
Bannio Anzino;103007;-1;0;0;2020/05/02
Baveno;103008;-1;7;1.4199999570846558;2020/05/02
Bee;103009;-1;1;1.3200000524520874;2020/05/02
Belgirate;103010;-1;16;31.809999465942383;2020/05/02
Beura-Cardezza;103011;-1;5;3.4100000858306885;2020/05/02
Bognanco;103012;-1;0;0;2020/05/02
Brovello-Carpugnino;103013;-1;0;0;2020/05/02
Calasca-Castiglione;103014;-1;0;0;2020/05/02
Cambiasca;103015;-1;7;4.309999942779541;2020/05/02
Cannero Riviera;103016;-1;0;0;2020/05/02
Cannobio;103017;-1;11;2.1500000953674316;2020/05/02
Caprezzo;103018;-1;0;0;2020/05/02
Casale Corte Cerro;103019;-1;7;2.0199999809265137;2020/05/02
Ceppo Morelli;103021;-1;0;0;2020/05/02
Cesara;103022;-1;0;0;2020/05/02
Cossogno;103023;-1;7;10.3100004196167;2020/05/02
Craveggia;103024;-1;3;3.940000057220459;2020/05/02
Crevoladossola;103025;-1;4;0.8700000047683716;2020/05/02
Crodo;103026;-1;0;0;2020/05/02
Domodossola;103028;-1;34;1.8700000047683716;2020/05/02
Druogno;103029;-1;2;1.8799999952316284;2020/05/02
Formazza;103031;-1;0;0;2020/05/02
Germagno;103032;-1;0;0;2020/05/02
Ghiffa;103033;-1;26;11.050000190734863;2020/05/02
Gignese;103034;-1;2;1.909999966621399;2020/05/02
Gravellona Toce;103035;-1;30;3.8399999141693115;2020/05/02
Gurro;103036;-1;0;0;2020/05/02
Intragna;103037;-1;0;0;2020/05/02
Loreglia;103038;-1;0;0;2020/05/02
Macugnaga;103039;-1;1;1.850000023841858;2020/05/02
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/05/02
Malesco;103041;-1;1;0.7300000190734863;2020/05/02
Masera;103042;-1;2;1.350000023841858;2020/05/02
Massiola;103043;-1;0;0;2020/05/02
Mergozzo;103044;-1;4;1.850000023841858;2020/05/02
Miazzina;103045;-1;4;10.470000267028809;2020/05/02
Montecrestese;103046;-1;3;2.359999895095825;2020/05/02
Montescheno;103047;-1;1;2.549999952316284;2020/05/02
Nonio;103048;-1;4;4.650000095367432;2020/05/02
Oggebbio;103049;-1;3;3.440000057220459;2020/05/02
Omegna;103050;-1;106;6.980000019073486;2020/05/02
Ornavasso;103051;-1;6;1.75;2020/05/02
Pallanzeno;103052;-1;1;0.8700000047683716;2020/05/02
Piedimulera;103053;-1;1;0.6600000262260437;2020/05/02
Pieve Vergonte;103054;-1;2;0.7900000214576721;2020/05/02
Premeno;103055;-1;8;10.960000038146973;2020/05/02
Premia;103056;-1;2;3.619999885559082;2020/05/02
Premosello-Chiovenda;103057;-1;49;25.239999771118164;2020/05/02
Quarna Sopra;103058;-1;0;0;2020/05/02
Quarna Sotto;103059;-1;2;5.190000057220459;2020/05/02
Re;103060;-1;1;1.3600000143051147;2020/05/02
San Bernardino Verbano;103061;-1;2;1.5199999809265137;2020/05/02
Santa Maria Maggiore;103062;-1;1;0.7699999809265137;2020/05/02
Stresa;103064;-1;9;1.850000023841858;2020/05/02
Toceno;103065;-1;2;2.740000009536743;2020/05/02
Trarego Viggiona;103066;-1;0;0;2020/05/02
Trasquera;103067;-1;0;0;2020/05/02
Trontano;103068;-1;0;0;2020/05/02
Valstrona;103069;-1;1;0.8199999928474426;2020/05/02
Vanzone con San Carlo;103070;-1;1;2.619999885559082;2020/05/02
Varzo;103071;-1;2;0.9900000095367432;2020/05/02
Verbania;103072;-1;196;6.429999828338623;2020/05/02
Vignone;103074;-1;4;3.3499999046325684;2020/05/02
Villadossola;103075;-1;13;1.9900000095367432;2020/05/02
Villette;103076;-1;0;0;2020/05/02
Vogogna;103077;-1;35;19.93000030517578;2020/05/02
Borgomezzavalle;103078;-1;0;0;2020/05/02
Valle Cannobina;103079;-1;2;4.119999885559082;2020/05/02
Agliè;001001;-1;4;1.5199999809265137;2020/05/02
Airasca;001002;-1;7;1.899999976158142;2020/05/02
Ala di Stura;001003;-1;1;2.2100000381469727;2020/05/02
Albiano d'Ivrea;001004;-1;1;0.6100000143051147;2020/05/02
Almese;001006;-1;16;2.509999990463257;2020/05/02
Alpette;001007;-1;0;0;2020/05/02
Alpignano;001008;-1;196;11.970000267028809;2020/05/02
Andezeno;001009;-1;3;1.4900000095367432;2020/05/02
Andrate;001010;-1;1;2;2020/05/02
Angrogna;001011;-1;1;1.159999966621399;2020/05/02
Arignano;001012;-1;4;3.7200000286102295;2020/05/02
Avigliana;001013;-1;40;3.180000066757202;2020/05/02
Azeglio;001014;-1;2;1.590000033378601;2020/05/02
Bairo;001015;-1;19;23.75;2020/05/02
Balangero;001016;-1;9;2.8499999046325684;2020/05/02
Baldissero Canavese;001017;-1;0;0;2020/05/02
Baldissero Torinese;001018;-1;9;2.450000047683716;2020/05/02
Balme;001019;-1;0;0;2020/05/02
Banchette;001020;-1;4;1.2300000190734863;2020/05/02
Barbania;001021;-1;5;3.119999885559082;2020/05/02
Bardonecchia;001022;-1;24;7.619999885559082;2020/05/02
Barone Canavese;001023;-1;1;1.7000000476837158;2020/05/02
Beinasco;001024;-1;121;6.75;2020/05/02
Bibiana;001025;-1;4;1.159999966621399;2020/05/02
Bobbio Pellice;001026;-1;0;0;2020/05/02
Bollengo;001027;-1;5;2.309999942779541;2020/05/02
Borgaro Torinese;001028;-1;69;5.789999961853027;2020/05/02
Borgiallo;001029;-1;0;0;2020/05/02
Borgofranco d'Ivrea;001030;-1;3;0.8199999928474426;2020/05/02
Borgomasino;001031;-1;4;5.079999923706055;2020/05/02
Borgone Susa;001032;-1;3;1.3600000143051147;2020/05/02
Bosconero;001033;-1;87;27.770000457763672;2020/05/02
Brandizzo;001034;-1;99;11.329999923706055;2020/05/02
Bricherasio;001035;-1;14;3.0299999713897705;2020/05/02
Brosso;001036;-1;0;0;2020/05/02
Brozolo;001037;-1;3;6.880000114440918;2020/05/02
Bruino;001038;-1;29;3.3299999237060547;2020/05/02
Brusasco;001039;-1;47;30.760000228881836;2020/05/02
Bruzolo;001040;-1;2;1.309999942779541;2020/05/02
Buriasco;001041;-1;3;2.2200000286102295;2020/05/02
Burolo;001042;-1;1;0.8700000047683716;2020/05/02
Busano;001043;-1;1;0.6100000143051147;2020/05/02
Bussoleno;001044;-1;4;0.6700000166893005;2020/05/02
Buttigliera Alta;001045;-1;14;2.190000057220459;2020/05/02
Cafasse;001046;-1;9;2.630000114440918;2020/05/02
Caluso;001047;-1;5;0.6600000262260437;2020/05/02
Cambiano;001048;-1;84;14.050000190734863;2020/05/02
Campiglione Fenile;001049;-1;3;2.240000009536743;2020/05/02
Candia Canavese;001050;-1;0;0;2020/05/02
Candiolo;001051;-1;21;3.7300000190734863;2020/05/02
Canischio;001052;-1;0;0;2020/05/02
Cantalupa;001053;-1;8;3.049999952316284;2020/05/02
Cantoira;001054;-1;1;1.7400000095367432;2020/05/02
Caprie;001055;-1;6;2.880000114440918;2020/05/02
Caravino;001056;-1;5;5.539999961853027;2020/05/02
Carema;001057;-1;0;0;2020/05/02
Carignano;001058;-1;83;8.949999809265137;2020/05/02
Carmagnola;001059;-1;260;8.979999542236328;2020/05/02
Casalborgone;001060;-1;3;1.590000033378601;2020/05/02
Cascinette d'Ivrea;001061;-1;1;0.6600000262260437;2020/05/02
Caselette;001062;-1;10;3.299999952316284;2020/05/02
Caselle Torinese;001063;-1;27;1.9299999475479126;2020/05/02
Castagneto Po;001064;-1;3;1.6799999475479126;2020/05/02
Castagnole Piemonte;001065;-1;2;0.8899999856948853;2020/05/02
Castellamonte;001066;-1;38;3.819999933242798;2020/05/02
Castelnuovo Nigra;001067;-1;2;4.650000095367432;2020/05/02
Castiglione Torinese;001068;-1;16;2.4600000381469727;2020/05/02
Cavagnolo;001069;-1;12;5.829999923706055;2020/05/02
Cavour;001070;-1;75;13.65999984741211;2020/05/02
Cercenasco;001071;-1;14;7.739999771118164;2020/05/02
Ceres;001072;-1;3;2.869999885559082;2020/05/02
Ceresole Reale;001073;-1;0;0;2020/05/02
Cesana Torinese;001074;-1;1;1.059999942779541;2020/05/02
Chialamberto;001075;-1;27;73.37000274658203;2020/05/02
Chianocco;001076;-1;5;3.0999999046325684;2020/05/02
Chiaverano;001077;-1;4;1.940000057220459;2020/05/02
Chieri;001078;-1;153;4.139999866485596;2020/05/02
Chiesanuova;001079;-1;0;0;2020/05/02
Chiomonte;001080;-1;1;1.1299999952316284;2020/05/02
Chiusa di San Michele;001081;-1;3;1.850000023841858;2020/05/02
Chivasso;001082;-1;141;5.239999771118164;2020/05/02
Ciconio;001083;-1;0;0;2020/05/02
Cintano;001084;-1;1;3.9700000286102295;2020/05/02
Cinzano;001085;-1;1;3.0299999713897705;2020/05/02
Ciriè;001086;-1;50;2.690000057220459;2020/05/02
Claviere;001087;-1;0;0;2020/05/02
Coassolo Torinese;001088;-1;0;0;2020/05/02
Coazze;001089;-1;2;0.6200000047683716;2020/05/02
Collegno;001090;-1;177;3.559999942779541;2020/05/02
Colleretto Castelnuovo;001091;-1;0;0;2020/05/02
Colleretto Giacosa;001092;-1;0;0;2020/05/02
Condove;001093;-1;32;6.960000038146973;2020/05/02
Corio;001094;-1;108;33.65999984741211;2020/05/02
Cossano Canavese;001095;-1;2;4.119999885559082;2020/05/02
Cuceglio;001096;-1;2;2.0199999809265137;2020/05/02
Cumiana;001097;-1;18;2.2799999713897705;2020/05/02
Cuorgnè;001098;-1;15;1.5499999523162842;2020/05/02
Druento;001099;-1;29;3.2699999809265137;2020/05/02
Exilles;001100;-1;0;0;2020/05/02
Favria;001101;-1;10;1.909999966621399;2020/05/02
Feletto;001102;-1;8;3.5299999713897705;2020/05/02
Fenestrelle;001103;-1;3;5.880000114440918;2020/05/02
Fiano;001104;-1;7;2.619999885559082;2020/05/02
Fiorano Canavese;001105;-1;0;0;2020/05/02
Foglizzo;001106;-1;4;1.7200000286102295;2020/05/02
Forno Canavese;001107;-1;4;1.2000000476837158;2020/05/02
Frassinetto;001108;-1;0;0;2020/05/02
Front;001109;-1;5;3.049999952316284;2020/05/02
Frossasco;001110;-1;5;1.7400000095367432;2020/05/02
Garzigliana;001111;-1;0;0;2020/05/02
Gassino Torinese;001112;-1;10;1.0499999523162842;2020/05/02
Germagnano;001113;-1;1;0.8600000143051147;2020/05/02
Giaglione;001114;-1;1;1.6399999856948853;2020/05/02
Giaveno;001115;-1;49;2.990000009536743;2020/05/02
Givoletto;001116;-1;8;2.0299999713897705;2020/05/02
Gravere;001117;-1;0;0;2020/05/02
Groscavallo;001118;-1;1;5.03000020980835;2020/05/02
Grosso;001119;-1;2;1.9500000476837158;2020/05/02
Grugliasco;001120;-1;187;4.96999979019165;2020/05/02
Ingria;001121;-1;0;0;2020/05/02
Inverso Pinasca;001122;-1;4;5.699999809265137;2020/05/02
Isolabella;001123;-1;1;2.609999895095825;2020/05/02
Issiglio;001124;-1;1;2.5799999237060547;2020/05/02
Ivrea;001125;-1;47;2;2020/05/02
La Cassa;001126;-1;3;1.659999966621399;2020/05/02
La Loggia;001127;-1;29;3.2799999713897705;2020/05/02
Lanzo Torinese;001128;-1;78;15.550000190734863;2020/05/02
Lauriano;001129;-1;19;13.229999542236328;2020/05/02
Leini;001130;-1;34;2.069999933242798;2020/05/02
Lemie;001131;-1;0;0;2020/05/02
Lessolo;001132;-1;2;1.100000023841858;2020/05/02
Levone;001133;-1;2;4.519999980926514;2020/05/02
Locana;001134;-1;4;2.7799999713897705;2020/05/02
Lombardore;001135;-1;4;2.309999942779541;2020/05/02
Lombriasco;001136;-1;3;2.869999885559082;2020/05/02
Loranzè;001137;-1;2;1.7200000286102295;2020/05/02
Luserna San Giovanni;001139;-1;19;2.619999885559082;2020/05/02
Lusernetta;001140;-1;0;0;2020/05/02
Lusigliè;001141;-1;1;1.7599999904632568;2020/05/02
Macello;001142;-1;3;2.569999933242798;2020/05/02
Maglione;001143;-1;0;0;2020/05/02
Marentino;001144;-1;4;3.059999942779541;2020/05/02
Massello;001145;-1;0;0;2020/05/02
Mathi;001146;-1;9;2.3399999141693115;2020/05/02
Mattie;001147;-1;0;0;2020/05/02
Mazzè;001148;-1;16;3.859999895095825;2020/05/02
Meana di Susa;001149;-1;2;2.5399999618530273;2020/05/02
Mercenasco;001150;-1;0;0;2020/05/02
Mezzenile;001152;-1;0;0;2020/05/02
