Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/30
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/31
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/04/01
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;1;3.17;2020/04/02
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/03
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/04
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/05
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;-1;-3.17;2020/04/05
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;1;3.17;2020/04/06
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/07
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/08
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/09
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/12
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/13
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/14
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/15
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/16
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/17
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/18
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/19
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/20
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/21
Borgomezzavalle;COM;VCO;VCO;103078;315;1;3.17;0;0.0;2020/04/22
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;-1;-3.17;2020/04/23
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/04/24
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/04/25
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/04/26
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/04/27
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/04/28
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/05
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/06
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/07
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/08
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/09
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/10
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/11
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/12
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/05/13
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/03/25
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/03/26
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/03/27
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/03/28
Borgone Susa;COM;TO;TO3;001032;2209;11;4.98;1;0.45;2020/03/29
Borgone Susa;COM;TO;TO3;001032;2209;11;4.98;0;0.0;2020/03/30
Borgone Susa;COM;TO;TO3;001032;2209;11;4.98;0;0.0;2020/03/31
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;1;0.45;2020/04/01
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;0;0.0;2020/04/02
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;0;0.0;2020/04/03
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;0;0.0;2020/04/04
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;0;0.0;2020/04/05
Borgone Susa;COM;TO;TO3;001032;2209;3;1.36;-9;-4.07;2020/04/05
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;9;4.07;2020/04/06
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;0;0.0;2020/04/07
Borgone Susa;COM;TO;TO3;001032;2209;12;5.43;0;0.0;2020/04/08
Borgone Susa;COM;TO;TO3;001032;2209;13;5.89;1;0.46;2020/04/09
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;-3;-1.36;2020/04/12
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/13
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/14
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/15
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/16
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/17
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/18
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/19
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/20
Borgone Susa;COM;TO;TO3;001032;2209;10;4.53;0;0.0;2020/04/21
Borgone Susa;COM;TO;TO3;001032;2209;9;4.07;-1;-0.46;2020/04/22
Borgone Susa;COM;TO;TO3;001032;2209;9;4.07;0;0.0;2020/04/23
Borgone Susa;COM;TO;TO3;001032;2209;8;3.62;-1;-0.45;2020/04/24
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;-3;-1.36;2020/04/25
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/04/26
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/04/27
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/04/28
Borgone Susa;COM;TO;TO3;001032;2209;4;1.81;-1;-0.45;2020/05/05
Borgone Susa;COM;TO;TO3;001032;2209;4;1.81;0;0.0;2020/05/06
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;1;0.45;2020/05/07
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/05/08
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/05/09
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/05/10
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/05/11
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/05/12
Borgone Susa;COM;TO;TO3;001032;2209;5;2.26;0;0.0;2020/05/13
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/25
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/26
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/27
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/28
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/29
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/30
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/03/31
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/01
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/02
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/03
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/04
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/05
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/05
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/06
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/07
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/08
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/09
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/12
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/13
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/14
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/15
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/16
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/17
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/18
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/19
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/20
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/21
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/22
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/23
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/24
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/25
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/26
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/27
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/04/28
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/05
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/06
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/07
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/08
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/09
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/10
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/11
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/12
Borgoratto Alessandrino;COM;AL;AL;006019;550;0;0.0;0;0.0;2020/05/13
Borgosesia;COM;VC;VC;002016;12571;19;1.51;0;0.0;2020/03/25
Borgosesia;COM;VC;VC;002016;12571;19;1.51;0;0.0;2020/03/26
Borgosesia;COM;VC;VC;002016;12571;19;1.51;0;0.0;2020/03/27
Borgosesia;COM;VC;VC;002016;12571;20;1.59;1;0.08;2020/03/28
Borgosesia;COM;VC;VC;002016;12571;23;1.83;3;0.24;2020/03/29
Borgosesia;COM;VC;VC;002016;12571;26;2.07;3;0.24;2020/03/30
Borgosesia;COM;VC;VC;002016;12571;28;2.23;2;0.16;2020/03/31
Borgosesia;COM;VC;VC;002016;12571;29;2.31;1;0.08;2020/04/01
Borgosesia;COM;VC;VC;002016;12571;31;2.47;2;0.16;2020/04/02
Borgosesia;COM;VC;VC;002016;12571;31;2.47;0;0.0;2020/04/03
Borgosesia;COM;VC;VC;002016;12571;31;2.47;0;0.0;2020/04/04
Borgosesia;COM;VC;VC;002016;12571;34;2.7;3;0.23;2020/04/05
Borgosesia;COM;VC;VC;002016;12571;31;2.47;-3;-0.23;2020/04/05
Borgosesia;COM;VC;VC;002016;12571;34;2.7;3;0.23;2020/04/06
Borgosesia;COM;VC;VC;002016;12571;34;2.7;0;0.0;2020/04/07
Borgosesia;COM;VC;VC;002016;12571;35;2.78;1;0.08;2020/04/08
Borgosesia;COM;VC;VC;002016;12571;35;2.78;0;0.0;2020/04/09
Borgosesia;COM;VC;VC;002016;12571;37;2.94;2;0.16;2020/04/12
Borgosesia;COM;VC;VC;002016;12571;37;2.94;0;0.0;2020/04/13
Borgosesia;COM;VC;VC;002016;12571;36;2.86;-1;-0.08;2020/04/14
Borgosesia;COM;VC;VC;002016;12571;35;2.78;-1;-0.08;2020/04/15
Borgosesia;COM;VC;VC;002016;12571;34;2.7;-1;-0.08;2020/04/16
Borgosesia;COM;VC;VC;002016;12571;34;2.7;0;0.0;2020/04/17
Borgosesia;COM;VC;VC;002016;12571;37;2.94;3;0.24;2020/04/18
Borgosesia;COM;VC;VC;002016;12571;40;3.18;3;0.24;2020/04/19
Borgosesia;COM;VC;VC;002016;12571;40;3.18;0;0.0;2020/04/20
Borgosesia;COM;VC;VC;002016;12571;39;3.1;-1;-0.08;2020/04/21
Borgosesia;COM;VC;VC;002016;12571;38;3.02;-1;-0.08;2020/04/22
Borgosesia;COM;VC;VC;002016;12571;38;3.02;0;0.0;2020/04/23
Borgosesia;COM;VC;VC;002016;12571;39;3.1;1;0.08;2020/04/24
Borgosesia;COM;VC;VC;002016;12571;37;2.94;-2;-0.16;2020/04/25
Borgosesia;COM;VC;VC;002016;12571;36;2.86;-1;-0.08;2020/04/26
Borgosesia;COM;VC;VC;002016;12571;34;2.7;-2;-0.16;2020/04/27
Borgosesia;COM;VC;VC;002016;12571;34;2.7;0;0.0;2020/04/28
Borgosesia;COM;VC;VC;002016;12571;31;2.47;-3;-0.23;2020/05/05
Borgosesia;COM;VC;VC;002016;12571;30;2.39;-1;-0.08;2020/05/06
Borgosesia;COM;VC;VC;002016;12571;31;2.47;1;0.08;2020/05/07
Borgosesia;COM;VC;VC;002016;12571;29;2.31;-2;-0.16;2020/05/08
Borgosesia;COM;VC;VC;002016;12571;29;2.31;0;0.0;2020/05/09
Borgosesia;COM;VC;VC;002016;12571;29;2.31;0;0.0;2020/05/10
Borgosesia;COM;VC;VC;002016;12571;28;2.23;-1;-0.08;2020/05/11
Borgosesia;COM;VC;VC;002016;12571;28;2.23;0;0.0;2020/05/12
Borgosesia;COM;VC;VC;002016;12571;28;2.23;0;0.0;2020/05/13
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/03/25
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/03/26
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/03/27
Borriana;COM;BI;BI;096006;875;4;4.57;1;1.14;2020/03/28
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/03/29
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/03/30
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/03/31
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/01
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/02
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/03
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/04
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/05
Borriana;COM;BI;BI;096006;875;3;3.43;-1;-1.14;2020/04/05
Borriana;COM;BI;BI;096006;875;4;4.57;1;1.14;2020/04/06
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/07
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/08
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/09
Borriana;COM;BI;BI;096006;875;3;3.43;-1;-1.14;2020/04/12
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/13
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/14
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/15
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/16
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/17
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/18
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/19
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/20
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/21
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/22
Borriana;COM;BI;BI;096006;875;4;4.57;1;1.14;2020/04/23
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/24
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/25
Borriana;COM;BI;BI;096006;875;4;4.57;0;0.0;2020/04/26
Borriana;COM;BI;BI;096006;875;3;3.43;-1;-1.14;2020/04/27
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/04/28
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/05/05
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/05/06
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/05/07
Borriana;COM;BI;BI;096006;875;3;3.43;0;0.0;2020/05/08
Borriana;COM;BI;BI;096006;875;2;2.29;-1;-1.14;2020/05/09
Borriana;COM;BI;BI;096006;875;2;2.29;0;0.0;2020/05/10
Borriana;COM;BI;BI;096006;875;2;2.29;0;0.0;2020/05/11
Borriana;COM;BI;BI;096006;875;2;2.29;0;0.0;2020/05/12
Borriana;COM;BI;BI;096006;875;2;2.29;0;0.0;2020/05/13
Bosco Marengo;COM;AL;AL;006021;2360;6;2.54;0;0.0;2020/03/25
Bosco Marengo;COM;AL;AL;006021;2360;6;2.54;0;0.0;2020/03/26
Bosco Marengo;COM;AL;AL;006021;2360;6;2.54;0;0.0;2020/03/27
Bosco Marengo;COM;AL;AL;006021;2360;6;2.54;0;0.0;2020/03/28
Bosco Marengo;COM;AL;AL;006021;2360;6;2.54;0;0.0;2020/03/29
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;1;0.43;2020/03/30
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;0;0.0;2020/03/31
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;0;0.0;2020/04/01
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;0;0.0;2020/04/02
Bosco Marengo;COM;AL;AL;006021;2360;6;2.54;-1;-0.43;2020/04/03
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;1;0.43;2020/04/04
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;0;0.0;2020/04/05
Bosco Marengo;COM;AL;AL;006021;2360;22;9.32;15;6.35;2020/04/05
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;-13;-5.51;2020/04/06
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/07
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/08
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/09
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;-2;-0.84;2020/04/12
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;0;0.0;2020/04/13
Bosco Marengo;COM;AL;AL;006021;2360;8;3.39;1;0.42;2020/04/14
Bosco Marengo;COM;AL;AL;006021;2360;8;3.39;0;0.0;2020/04/15
Bosco Marengo;COM;AL;AL;006021;2360;8;3.39;0;0.0;2020/04/16
Bosco Marengo;COM;AL;AL;006021;2360;8;3.39;0;0.0;2020/04/17
Bosco Marengo;COM;AL;AL;006021;2360;10;4.24;2;0.85;2020/04/18
Bosco Marengo;COM;AL;AL;006021;2360;10;4.24;0;0.0;2020/04/19
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;-1;-0.43;2020/04/20
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/21
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/22
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/23
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/24
Bosco Marengo;COM;AL;AL;006021;2360;9;3.81;0;0.0;2020/04/25
Bosco Marengo;COM;AL;AL;006021;2360;7;2.97;-2;-0.84;2020/04/26
Bosco Marengo;COM;AL;AL;006021;2360;8;3.39;1;0.42;2020/04/27
Bosco Marengo;COM;AL;AL;006021;2360;20;8.47;12;5.08;2020/04/28
Bosco Marengo;COM;AL;AL;006021;2360;21;8.9;1;0.43;2020/05/05
Bosco Marengo;COM;AL;AL;006021;2360;22;9.32;1;0.42;2020/05/06
Bosco Marengo;COM;AL;AL;006021;2360;23;9.75;1;0.43;2020/05/07
Bosco Marengo;COM;AL;AL;006021;2360;22;9.32;-1;-0.43;2020/05/08
Bosco Marengo;COM;AL;AL;006021;2360;22;9.32;0;0.0;2020/05/09
Bosco Marengo;COM;AL;AL;006021;2360;22;9.32;0;0.0;2020/05/10
Bosco Marengo;COM;AL;AL;006021;2360;21;8.9;-1;-0.42;2020/05/11
Bosco Marengo;COM;AL;AL;006021;2360;21;8.9;0;0.0;2020/05/12
Bosco Marengo;COM;AL;AL;006021;2360;20;8.47;-1;-0.43;2020/05/13
Bosconero;COM;TO;TO4;001033;3133;9;2.87;0;0.0;2020/03/25
Bosconero;COM;TO;TO4;001033;3133;9;2.87;0;0.0;2020/03/26
Bosconero;COM;TO;TO4;001033;3133;27;8.62;18;5.75;2020/03/27
Bosconero;COM;TO;TO4;001033;3133;29;9.26;2;0.64;2020/03/28
Bosconero;COM;TO;TO4;001033;3133;63;20.11;34;10.85;2020/03/29
Bosconero;COM;TO;TO4;001033;3133;65;20.75;2;0.64;2020/03/30
Bosconero;COM;TO;TO4;001033;3133;78;24.9;13;4.15;2020/03/31
Bosconero;COM;TO;TO4;001033;3133;96;30.64;18;5.74;2020/04/01
Bosconero;COM;TO;TO4;001033;3133;96;30.64;0;0.0;2020/04/02
Bosconero;COM;TO;TO4;001033;3133;43;13.72;-53;-16.92;2020/04/03
Bosconero;COM;TO;TO4;001033;3133;45;14.36;2;0.64;2020/04/04
Bosconero;COM;TO;TO4;001033;3133;45;14.36;0;0.0;2020/04/05
Bosconero;COM;TO;TO4;001033;3133;86;27.45;41;13.09;2020/04/05
Bosconero;COM;TO;TO4;001033;3133;45;14.36;-41;-13.09;2020/04/06
Bosconero;COM;TO;TO4;001033;3133;45;14.36;0;0.0;2020/04/07
Bosconero;COM;TO;TO4;001033;3133;46;14.68;1;0.32;2020/04/08
Bosconero;COM;TO;TO4;001033;3133;46;14.68;0;0.0;2020/04/09
Bosconero;COM;TO;TO4;001033;3133;88;28.09;42;13.41;2020/04/12
Bosconero;COM;TO;TO4;001033;3133;88;28.09;0;0.0;2020/04/13
Bosconero;COM;TO;TO4;001033;3133;88;28.09;0;0.0;2020/04/14
Bosconero;COM;TO;TO4;001033;3133;89;28.41;1;0.32;2020/04/15
Bosconero;COM;TO;TO4;001033;3133;91;29.05;2;0.64;2020/04/16
Bosconero;COM;TO;TO4;001033;3133;91;29.05;0;0.0;2020/04/17
Bosconero;COM;TO;TO4;001033;3133;91;29.05;0;0.0;2020/04/18
Bosconero;COM;TO;TO4;001033;3133;91;29.05;0;0.0;2020/04/19
Bosconero;COM;TO;TO4;001033;3133;91;29.05;0;0.0;2020/04/20
Bosconero;COM;TO;TO4;001033;3133;88;28.09;-3;-0.96;2020/04/21
Bosconero;COM;TO;TO4;001033;3133;88;28.09;0;0.0;2020/04/22
Bosconero;COM;TO;TO4;001033;3133;88;28.09;0;0.0;2020/04/23
Bosconero;COM;TO;TO4;001033;3133;91;29.05;3;0.96;2020/04/24
Bosconero;COM;TO;TO4;001033;3133;91;29.05;0;0.0;2020/04/25
Bosconero;COM;TO;TO4;001033;3133;83;26.49;-8;-2.56;2020/04/26
Bosconero;COM;TO;TO4;001033;3133;83;26.49;0;0.0;2020/04/27
Bosconero;COM;TO;TO4;001033;3133;82;26.17;-1;-0.32;2020/04/28
Bosconero;COM;TO;TO4;001033;3133;86;27.45;4;1.28;2020/05/05
Bosconero;COM;TO;TO4;001033;3133;86;27.45;0;0.0;2020/05/06
Bosconero;COM;TO;TO4;001033;3133;86;27.45;0;0.0;2020/05/07
Bosconero;COM;TO;TO4;001033;3133;85;27.13;-1;-0.32;2020/05/08
Bosconero;COM;TO;TO4;001033;3133;85;27.13;0;0.0;2020/05/09
Bosconero;COM;TO;TO4;001033;3133;85;27.13;0;0.0;2020/05/10
Bosconero;COM;TO;TO4;001033;3133;85;27.13;0;0.0;2020/05/11
Bosconero;COM;TO;TO4;001033;3133;85;27.13;0;0.0;2020/05/12
Bosconero;COM;TO;TO4;001033;3133;83;26.49;-2;-0.64;2020/05/13
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/25
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/26
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/27
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/28
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/29
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/30
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/03/31
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/01
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/02
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/03
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/04
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/05
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/05
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/06
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/07
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/08
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/09
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/12
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/13
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/14
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/15
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/16
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/17
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/18
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/19
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/20
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/21
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/22
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/23
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/24
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/25
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/26
Bosia;COM;CN;CN2;004026;180;0;0.0;0;0.0;2020/04/27
